date,home_team,away_team,team,scorer,minute,own_goal,penalty,torneio
1991-07-15,Brazil,Ecuador,Brazil,Mazinho Oliveira,8,FALSE,FALSE,
1991-07-15,Brazil,Ecuador,Brazil,Márcio Santos,54,FALSE,FALSE,
1991-07-15,Brazil,Ecuador,Brazil,Luís Henrique,89,FALSE,FALSE,
1991-07-17,Argentina,Brazil,Brazil,Branco,5,FALSE,FALSE,
1991-07-17,Argentina,Brazil,Brazil,João Paulo,52,FALSE,FALSE,
1991-07-19,Brazil,Colombia,Brazil,Renato Gaúcho,29,FALSE,FALSE,
1991-07-19,Brazil,Colombia,Brazil,Branco,76,FALSE,TRUE,
1991-07-21,Chile,Brazil,Brazil,Mazinho Oliveira,8,FALSE,FALSE,
1991-07-21,Chile,Brazil,Brazil,Luís Henrique,55,FALSE,FALSE,
1993-06-21,Brazil,Chile,Brazil,Müller,36,FALSE,FALSE,
1993-06-21,Brazil,Chile,Brazil,Palhinha,55,FALSE,FALSE,
1993-06-24,Brazil,Paraguay,Brazil,Palhinha,15,FALSE,FALSE,
1993-06-24,Brazil,Paraguay,Brazil,Edmundo,62,FALSE,FALSE,
1993-06-24,Brazil,Paraguay,Brazil,Palhinha,72,FALSE,FALSE,
1993-06-27,Brazil,Argentina,Brazil,Müller,37,FALSE,FALSE,
1993-08-01,Venezuela,Brazil,Brazil,Raí,34,FALSE,TRUE,
1993-08-01,Venezuela,Brazil,Brazil,Bebeto,70,FALSE,FALSE,
1993-08-01,Venezuela,Brazil,Brazil,Cláudio Ibrahim Vaz Leal,71,FALSE,FALSE,
1993-08-01,Venezuela,Brazil,Brazil,Bebeto,79,FALSE,FALSE,
1993-08-01,Venezuela,Brazil,Brazil,Palhinha,88,FALSE,FALSE,
1993-08-15,Uruguay,Brazil,Brazil,Raí,28,FALSE,FALSE,
1993-08-22,Brazil,Ecuador,Brazil,Bebeto,34,FALSE,FALSE,
1993-08-22,Brazil,Ecuador,Brazil,Carlos Dunga,54,FALSE,FALSE,
1993-08-29,Brazil,Bolivia,Brazil,Raí,12,FALSE,FALSE,
1993-08-29,Brazil,Bolivia,Brazil,Müller,18,FALSE,FALSE,
1993-08-29,Brazil,Bolivia,Brazil,Bebeto,22,FALSE,FALSE,
1993-08-29,Brazil,Bolivia,Brazil,Cláudio Ibrahim Vaz Leal,36,FALSE,FALSE,
1993-08-29,Brazil,Bolivia,Brazil,Ricardo Gomes,44,FALSE,FALSE,
1993-08-29,Brazil,Bolivia,Brazil,Bebeto,60,FALSE,FALSE,
1993-09-05,Brazil,Venezuela,Brazil,Ricardo Gomes,2,FALSE,FALSE,
1993-09-05,Brazil,Venezuela,Brazil,Palhinha,29,FALSE,FALSE,
1993-09-05,Brazil,Venezuela,Brazil,Evair Aparecido Paulino,31,FALSE,FALSE,
1993-09-05,Brazil,Venezuela,Brazil,Ricardo Gomes,89,FALSE,FALSE,
1993-09-19,Brazil,Uruguay,Brazil,Romário,72,FALSE,FALSE,
1993-09-19,Brazil,Uruguay,Brazil,Romário,82,FALSE,FALSE,
1994-06-20,Brazil,Russia,Brazil,Romário,26,FALSE,FALSE,
1994-06-20,Brazil,Russia,Brazil,Raí,52,FALSE,TRUE,
1994-06-24,Brazil,Cameroon,Brazil,Romário,39,FALSE,FALSE,
1994-06-24,Brazil,Cameroon,Brazil,Márcio Roberto dos Santos,66,FALSE,FALSE,
1994-06-24,Brazil,Cameroon,Brazil,Bebeto,73,FALSE,FALSE,
1994-06-28,Brazil,Sweden,Brazil,Romário,47,FALSE,FALSE,
1994-07-04,United States,Brazil,Brazil,Bebeto,72,FALSE,FALSE,
1994-07-09,Netherlands,Brazil,Brazil,Romário,53,FALSE,FALSE,
1994-07-09,Netherlands,Brazil,Brazil,Bebeto,63,FALSE,FALSE,
1994-07-09,Netherlands,Brazil,Brazil,Branco,81,FALSE,FALSE,
1994-07-13,Sweden,Brazil,Brazil,Romário,80,FALSE,FALSE,
1995-07-07,Brazil,Ecuador,Brazil,Ronaldo Rodrigues de Jesus,73,FALSE,FALSE,
1995-07-10,Brazil,Peru,Brazil,Zinho,77,FALSE,TRUE,
1995-07-10,Brazil,Peru,Brazil,Edmundo,82,FALSE,FALSE,
1995-07-13,Brazil,Colombia,Brazil,Leonardo Araújo,30,FALSE,FALSE,
1995-07-13,Brazil,Colombia,Brazil,Túlio Costa,76,FALSE,FALSE,
1995-07-13,Brazil,Colombia,Brazil,René Higuita,85,TRUE,FALSE,
1995-07-17,Brazil,Argentina,Brazil,Edmundo,9,FALSE,FALSE,
1995-07-17,Brazil,Argentina,Brazil,Túlio Maravilha,81,FALSE,FALSE,
1995-07-20,United States,Brazil,Brazil,Aldair,13,FALSE,FALSE,
1995-07-23,Uruguay,Brazil,Brazil,Túlio Maravilha,30,FALSE,FALSE,
1996-01-12,Brazil,Canada,Brazil,André Luiz Moreira,3,FALSE,FALSE,
1996-01-12,Brazil,Canada,Brazil,Caio Ribeiro Decoussau,7,FALSE,FALSE,
1996-01-12,Brazil,Canada,Brazil,Sávio Bortolini Pimentel,14,FALSE,FALSE,
1996-01-12,Brazil,Canada,Brazil,Leandro Machado,86,FALSE,FALSE,
1996-01-14,Honduras,Brazil,Brazil,Caio Ribeiro Decoussau,9,FALSE,FALSE,
1996-01-14,Honduras,Brazil,Brazil,Paulo Roberto Jamelli Júnior,31,FALSE,FALSE,
1996-01-14,Honduras,Brazil,Brazil,Paulo Roberto Jamelli Júnior,61,FALSE,FALSE,
1996-01-14,Honduras,Brazil,Brazil,Sávio Bortolini Pimentel,80,FALSE,FALSE,
1996-01-14,Honduras,Brazil,Brazil,Caio Ribeiro Decoussau,81,FALSE,FALSE,
1996-01-18,United States,Brazil,Brazil,Marcelo Balboa,79,TRUE,FALSE,
1997-06-13,Brazil,Costa Rica,Brazil,Djalminha,20,FALSE,FALSE,
1997-06-13,Brazil,Costa Rica,Brazil,Rónald González Brenes,34,TRUE,FALSE,
1997-06-13,Brazil,Costa Rica,Brazil,Ronaldo,47,FALSE,FALSE,
1997-06-13,Brazil,Costa Rica,Brazil,Ronaldo,54,FALSE,FALSE,
1997-06-13,Brazil,Costa Rica,Brazil,Romário,60,FALSE,FALSE,
1997-06-16,Brazil,Mexico,Brazil,Aldair,47,FALSE,FALSE,
1997-06-16,Brazil,Mexico,Brazil,Camilo Romero,59,TRUE,FALSE,
1997-06-16,Brazil,Mexico,Brazil,Leonardo Araújo,77,FALSE,FALSE,
1997-06-19,Brazil,Colombia,Brazil,Dunga,11,FALSE,FALSE,
1997-06-19,Brazil,Colombia,Brazil,Edmundo Alves de Souza Neto,67,FALSE,FALSE,
1997-06-22,Brazil,Paraguay,Brazil,Ronaldo,9,FALSE,FALSE,
1997-06-22,Brazil,Paraguay,Brazil,Ronaldo,34,FALSE,FALSE,
1997-06-26,Brazil,Peru,Brazil,Denílson de Oliveira Araújo,1,FALSE,FALSE,
1997-06-26,Brazil,Peru,Brazil,Flávio Conceição,28,FALSE,FALSE,
1997-06-26,Brazil,Peru,Brazil,Romário,36,FALSE,FALSE,
1997-06-26,Brazil,Peru,Brazil,Leonardo Araújo,45,FALSE,FALSE,
1997-06-26,Brazil,Peru,Brazil,Romário,49,FALSE,FALSE,
1997-06-26,Brazil,Peru,Brazil,Leonardo Araújo,55,FALSE,FALSE,
1997-06-26,Brazil,Peru,Brazil,Djalminha,77,FALSE,FALSE,
1997-06-29,Bolivia,Brazil,Brazil,Denílson de Oliveira Araújo,40,FALSE,FALSE,
1997-06-29,Bolivia,Brazil,Brazil,Ronaldo,79,FALSE,FALSE,
1997-06-29,Bolivia,Brazil,Brazil,Zé Roberto,90,FALSE,FALSE,
1997-12-12,Saudi Arabia,Brazil,Brazil,César Sampaio,65,FALSE,FALSE,
1997-12-12,Saudi Arabia,Brazil,Brazil,Romário,73,FALSE,FALSE,
1997-12-12,Saudi Arabia,Brazil,Brazil,Romário,80,FALSE,FALSE,
1997-12-16,Brazil,Mexico,Brazil,Romário,41,FALSE,TRUE,
1997-12-16,Brazil,Mexico,Brazil,Denílson de Oliveira Araújo,61,FALSE,FALSE,
1997-12-16,Brazil,Mexico,Brazil,Júnior Baiano,66,FALSE,FALSE,
1997-12-19,Brazil,Czech Republic,Brazil,Romário,54,FALSE,FALSE,
1997-12-19,Brazil,Czech Republic,Brazil,Ronaldo,83,FALSE,FALSE,
1997-12-21,Brazil,Australia,Brazil,Ronaldo,15,FALSE,FALSE,
1997-12-21,Brazil,Australia,Brazil,Ronaldo,27,FALSE,FALSE,
1997-12-21,Brazil,Australia,Brazil,Romário,38,FALSE,FALSE,
1997-12-21,Brazil,Australia,Brazil,Romário,53,FALSE,FALSE,
1997-12-21,Brazil,Australia,Brazil,Ronaldo,59,FALSE,FALSE,
1997-12-21,Brazil,Australia,Brazil,Romário,75,FALSE,TRUE,
1998-02-05,Brazil,Guatemala,Brazil,Romário,79,FALSE,FALSE,
1998-02-08,El Salvador,Brazil,Brazil,Edmundo Alves de Souza Neto,7,FALSE,FALSE,
1998-02-08,El Salvador,Brazil,Brazil,Romário,19,FALSE,FALSE,
1998-02-08,El Salvador,Brazil,Brazil,Giovane Élber,87,FALSE,FALSE,
1998-02-08,El Salvador,Brazil,Brazil,Giovane Élber,90,FALSE,FALSE,
1998-02-15,Brazil,Jamaica,Brazil,Romário,77,FALSE,FALSE,
1998-06-10,Brazil,Scotland,Brazil,César Sampaio,5,FALSE,FALSE,
1998-06-10,Brazil,Scotland,Brazil,Tom Boyd,74,TRUE,FALSE,
1998-06-16,Brazil,Morocco,Brazil,Ronaldo,9,FALSE,FALSE,
1998-06-16,Brazil,Morocco,Brazil,Rivaldo,45,FALSE,FALSE,
1998-06-16,Brazil,Morocco,Brazil,Bebeto,50,FALSE,FALSE,
1998-06-23,Brazil,Norway,Brazil,Bebeto,78,FALSE,FALSE,
1998-06-27,Brazil,Chile,Brazil,César Sampaio,11,FALSE,FALSE,
1998-06-27,Brazil,Chile,Brazil,César Sampaio,26,FALSE,FALSE,
1998-06-27,Brazil,Chile,Brazil,Ronaldo,45,FALSE,TRUE,
1998-06-27,Brazil,Chile,Brazil,Ronaldo,72,FALSE,FALSE,
1998-07-03,Brazil,Denmark,Brazil,Bebeto,10,FALSE,FALSE,
1998-07-03,Brazil,Denmark,Brazil,Rivaldo,25,FALSE,FALSE,
1998-07-03,Brazil,Denmark,Brazil,Rivaldo,59,FALSE,FALSE,
1998-07-07,Brazil,Netherlands,Brazil,Ronaldo,46,FALSE,FALSE,
1999-06-30,Brazil,Venezuela,Brazil,Ronaldo,28,FALSE,FALSE,
1999-06-30,Brazil,Venezuela,Brazil,Emerson,40,FALSE,FALSE,
1999-06-30,Brazil,Venezuela,Brazil,Márcio Amoroso,54,FALSE,FALSE,
1999-06-30,Brazil,Venezuela,Brazil,Ronaldo,62,FALSE,FALSE,
1999-06-30,Brazil,Venezuela,Brazil,Ronaldinho,74,FALSE,FALSE,
1999-06-30,Brazil,Venezuela,Brazil,Márcio Amoroso,81,FALSE,FALSE,
1999-06-30,Brazil,Venezuela,Brazil,Rivaldo,82,FALSE,FALSE,
1999-07-03,Brazil,Mexico,Brazil,Márcio Amoroso,20,FALSE,FALSE,
1999-07-03,Brazil,Mexico,Brazil,Alexsandro de Souza,45,FALSE,FALSE,
1999-07-06,Brazil,Chile,Brazil,Ronaldo,36,FALSE,TRUE,
1999-07-11,Brazil,Argentina,Brazil,Rivaldo,32,FALSE,FALSE,
1999-07-11,Brazil,Argentina,Brazil,Ronaldo,48,FALSE,FALSE,
1999-07-14,Mexico,Brazil,Brazil,Márcio Amoroso,24,FALSE,FALSE,
1999-07-14,Mexico,Brazil,Brazil,Rivaldo Vítor Borba Ferreira,42,FALSE,FALSE,
1999-07-18,Brazil,Uruguay,Brazil,Rivaldo,20,FALSE,FALSE,
1999-07-18,Brazil,Uruguay,Brazil,Rivaldo,27,FALSE,FALSE,
1999-07-18,Brazil,Uruguay,Brazil,Ronaldo,46,FALSE,FALSE,
1999-07-24,Brazil,Germany,Brazil,Zé Roberto,62,FALSE,FALSE,
1999-07-24,Brazil,Germany,Brazil,Ronaldinho,72,FALSE,FALSE,
1999-07-24,Brazil,Germany,Brazil,Alexsandro de Souza,86,FALSE,FALSE,
1999-07-24,Brazil,Germany,Brazil,Alexsandro de Souza,87,FALSE,FALSE,
1999-07-28,Brazil,United States,Brazil,Ronaldinho,13,FALSE,FALSE,
1999-07-30,New Zealand,Brazil,Brazil,Marcos Paulo,45,FALSE,FALSE,
1999-07-30,New Zealand,Brazil,Brazil,Ronaldinho,88,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,João Carlos dos Santos,8,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,Ronaldinho,11,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,Zé Roberto,33,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,Alexsandro de Souza,36,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,Rôni,62,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,Ronaldinho,65,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,Alexsandro de Souza,86,FALSE,FALSE,
1999-08-01,Brazil,Saudi Arabia,Brazil,Ronaldinho,90,FALSE,FALSE,
1999-08-04,Mexico,Brazil,Brazil,Serginho,43,FALSE,TRUE,
1999-08-04,Mexico,Brazil,Brazil,Rôni,47,FALSE,FALSE,
1999-08-04,Mexico,Brazil,Brazil,Zé Roberto,63,FALSE,FALSE,
2000-04-26,Brazil,Ecuador,Brazil,Rivaldo,18,FALSE,FALSE,
2000-04-26,Brazil,Ecuador,Brazil,Antônio Carlos Zago,43,FALSE,FALSE,
2000-04-26,Brazil,Ecuador,Brazil,Rivaldo,51,FALSE,FALSE,
2000-06-04,Peru,Brazil,Brazil,Antônio Carlos Zago,34,FALSE,FALSE,
2000-06-28,Brazil,Uruguay,Brazil,Rivaldo,85,FALSE,TRUE,
2000-07-18,Paraguay,Brazil,Brazil,Rivaldo,74,FALSE,FALSE,
2000-07-26,Brazil,Argentina,Brazil,Alexsandro de Souza,5,FALSE,FALSE,
2000-07-26,Brazil,Argentina,Brazil,Vampeta,45,FALSE,FALSE,
2000-07-26,Brazil,Argentina,Brazil,Vampeta,50,FALSE,FALSE,
2000-09-03,Brazil,Bolivia,Brazil,Romário,11,FALSE,TRUE,
2000-09-03,Brazil,Bolivia,Brazil,Rivaldo,46,FALSE,FALSE,
2000-09-03,Brazil,Bolivia,Brazil,Romário,77,FALSE,FALSE,
2000-09-03,Brazil,Bolivia,Brazil,Romário,80,FALSE,FALSE,
2000-09-03,Brazil,Bolivia,Brazil,Marco Antonio Sandy,88,TRUE,FALSE,
2000-10-08,Venezuela,Brazil,Brazil,Euller,20,FALSE,FALSE,
2000-10-08,Venezuela,Brazil,Brazil,Juninho Paulista,28,FALSE,FALSE,
2000-10-08,Venezuela,Brazil,Brazil,Romário,31,FALSE,FALSE,
2000-10-08,Venezuela,Brazil,Brazil,Romário,36,FALSE,FALSE,
2000-10-08,Venezuela,Brazil,Brazil,Romário,38,FALSE,TRUE,
2000-10-08,Venezuela,Brazil,Brazil,Romário,63,FALSE,FALSE,
2000-11-15,Brazil,Colombia,Brazil,Roque Júnior,90,FALSE,FALSE,
2001-04-25,Brazil,Peru,Brazil,Romário,65,FALSE,FALSE,
2001-05-31,Brazil,Cameroon,Brazil,Washington,53,FALSE,FALSE,
2001-05-31,Brazil,Cameroon,Brazil,Carlos Miguel da Silva Júnior,57,FALSE,FALSE,
2001-06-07,France,Brazil,Brazil,Ramon Menezes,30,FALSE,FALSE,
2001-07-15,Brazil,Peru,Brazil,Guilherme de Cássio Alves,9,FALSE,FALSE,
2001-07-15,Brazil,Peru,Brazil,Denílson de Oliveira Araújo,85,FALSE,FALSE,
2001-07-18,Brazil,Paraguay,Brazil,Alexsandro de Souza,60,FALSE,FALSE,
2001-07-18,Brazil,Paraguay,Brazil,Juliano Belletti,89,FALSE,FALSE,
2001-07-18,Brazil,Paraguay,Brazil,Denílson de Oliveira Araújo,90,FALSE,FALSE,
2001-08-15,Brazil,Paraguay,Brazil,Marcelinho Paraíba,4,FALSE,FALSE,
2001-08-15,Brazil,Paraguay,Brazil,Rivaldo,69,FALSE,FALSE,
2001-09-05,Argentina,Brazil,Brazil,Roberto Ayala,2,TRUE,FALSE,
2001-10-07,Brazil,Chile,Brazil,Edílson,52,FALSE,FALSE,
2001-10-07,Brazil,Chile,Brazil,Rivaldo,63,FALSE,FALSE,
2001-11-07,Bolivia,Brazil,Brazil,Edílson,26,FALSE,FALSE,
2001-11-14,Brazil,Venezuela,Brazil,Luizão,12,FALSE,FALSE,
2001-11-14,Brazil,Venezuela,Brazil,Luizão,19,FALSE,FALSE,
2001-11-14,Brazil,Venezuela,Brazil,Rivaldo,34,FALSE,FALSE,
2002-06-03,Brazil,Turkey,Brazil,Ronaldo,50,FALSE,FALSE,
2002-06-03,Brazil,Turkey,Brazil,Rivaldo,87,FALSE,TRUE,
2002-06-08,Brazil,China,Brazil,Roberto Carlos,15,FALSE,FALSE,
2002-06-08,Brazil,China,Brazil,Rivaldo,32,FALSE,FALSE,
2002-06-08,Brazil,China,Brazil,Ronaldinho,45,FALSE,TRUE,
2002-06-08,Brazil,China,Brazil,Ronaldo,55,FALSE,FALSE,
2002-06-13,Costa Rica,Brazil,Brazil,Ronaldo,10,FALSE,FALSE,
2002-06-13,Costa Rica,Brazil,Brazil,Ronaldo,13,FALSE,FALSE,
2002-06-13,Costa Rica,Brazil,Brazil,Edmílson,38,FALSE,FALSE,
2002-06-13,Costa Rica,Brazil,Brazil,Rivaldo,62,FALSE,FALSE,
2002-06-13,Costa Rica,Brazil,Brazil,Jenílson Ângelo de Souza,64,FALSE,FALSE,
2002-06-17,Brazil,Belgium,Brazil,Rivaldo,67,FALSE,FALSE,
2002-06-17,Brazil,Belgium,Brazil,Ronaldo,87,FALSE,FALSE,
2002-06-21,England,Brazil,Brazil,Rivaldo,45,FALSE,FALSE,
2002-06-21,England,Brazil,Brazil,Ronaldinho,50,FALSE,FALSE,
2002-06-26,Brazil,Turkey,Brazil,Ronaldo,49,FALSE,FALSE,
2002-06-30,Germany,Brazil,Brazil,Ronaldo,67,FALSE,FALSE,
2002-06-30,Germany,Brazil,Brazil,Ronaldo,79,FALSE,FALSE,
2003-06-21,Brazil,United States,Brazil,Adriano,22,FALSE,FALSE,
2003-06-23,Brazil,Turkey,Brazil,Adriano,23,FALSE,FALSE,
2003-06-23,Brazil,Turkey,Brazil,Alexsandro de Souza,90,FALSE,FALSE,
2003-07-15,Brazil,Honduras,Brazil,Maicon Sisenando,16,FALSE,FALSE,
2003-07-15,Brazil,Honduras,Brazil,Diego,84,FALSE,FALSE,
2003-07-19,Colombia,Brazil,Brazil,Kaká,42,FALSE,FALSE,
2003-07-19,Colombia,Brazil,Brazil,Kaká,66,FALSE,FALSE,
2003-07-23,United States,Brazil,Brazil,Kaká,89,FALSE,FALSE,
2003-07-23,United States,Brazil,Brazil,Diego,100,FALSE,TRUE,
2003-09-07,Colombia,Brazil,Brazil,Ronaldo,22,FALSE,FALSE,
2003-09-07,Colombia,Brazil,Brazil,Kaká,60,FALSE,FALSE,
2003-09-10,Brazil,Ecuador,Brazil,Ronaldinho,13,FALSE,FALSE,
2003-11-16,Peru,Brazil,Brazil,Rivaldo,20,FALSE,TRUE,
2003-11-19,Brazil,Uruguay,Brazil,Kaká,20,FALSE,FALSE,
2003-11-19,Brazil,Uruguay,Brazil,Ronaldo,28,FALSE,FALSE,
2003-11-19,Brazil,Uruguay,Brazil,Ronaldo,87,FALSE,FALSE,
2004-06-02,Brazil,Argentina,Brazil,Ronaldo,16,FALSE,TRUE,
2004-06-02,Brazil,Argentina,Brazil,Ronaldo,67,FALSE,TRUE,
2004-06-02,Brazil,Argentina,Brazil,Ronaldo,90,FALSE,TRUE,
2004-06-06,Chile,Brazil,Brazil,Luís Fabiano,16,FALSE,FALSE,
2004-07-08,Brazil,Chile,Brazil,Luís Fabiano,90,FALSE,FALSE,
2004-07-11,Brazil,Costa Rica,Brazil,Adriano,45,FALSE,FALSE,
2004-07-11,Brazil,Costa Rica,Brazil,Juan,49,FALSE,FALSE,
2004-07-11,Brazil,Costa Rica,Brazil,Adriano,54,FALSE,FALSE,
2004-07-11,Brazil,Costa Rica,Brazil,Adriano,67,FALSE,FALSE,
2004-07-14,Brazil,Paraguay,Brazil,Luís Fabiano,35,FALSE,FALSE,
2004-07-18,Mexico,Brazil,Brazil,Alexsandro de Souza,26,FALSE,TRUE,
2004-07-18,Mexico,Brazil,Brazil,Adriano,65,FALSE,FALSE,
2004-07-18,Mexico,Brazil,Brazil,Adriano,78,FALSE,FALSE,
2004-07-18,Mexico,Brazil,Brazil,Ricardo Oliveira,87,FALSE,FALSE,
2004-07-21,Uruguay,Brazil,Brazil,Adriano,46,FALSE,FALSE,
2004-07-25,Argentina,Brazil,Brazil,Luisão,45,FALSE,FALSE,
2004-07-25,Argentina,Brazil,Brazil,Adriano,90,FALSE,FALSE,
2004-09-05,Brazil,Bolivia,Brazil,Ronaldo,1,FALSE,FALSE,
2004-09-05,Brazil,Bolivia,Brazil,Ronaldinho,12,FALSE,TRUE,
2004-09-05,Brazil,Bolivia,Brazil,Adriano Leite Ribeiro,44,FALSE,FALSE,
2004-10-09,Venezuela,Brazil,Brazil,Kaká,5,FALSE,FALSE,
2004-10-09,Venezuela,Brazil,Brazil,Kaká,34,FALSE,FALSE,
2004-10-09,Venezuela,Brazil,Brazil,Ronaldo,48,FALSE,FALSE,
2004-10-09,Venezuela,Brazil,Brazil,Ronaldo,50,FALSE,FALSE,
2004-10-09,Venezuela,Brazil,Brazil,Adriano Leite Ribeiro,75,FALSE,FALSE,
2005-03-27,Brazil,Peru,Brazil,Kaká,74,FALSE,FALSE,
2005-03-30,Uruguay,Brazil,Brazil,Émerson Ferreira da Rosa,67,FALSE,FALSE,
2005-06-05,Brazil,Paraguay,Brazil,Ronaldinho,32,FALSE,TRUE,
2005-06-05,Brazil,Paraguay,Brazil,Ronaldinho,41,FALSE,TRUE,
2005-06-05,Brazil,Paraguay,Brazil,Zé Roberto,70,FALSE,FALSE,
2005-06-05,Brazil,Paraguay,Brazil,Robinho,82,FALSE,FALSE,
2005-06-08,Argentina,Brazil,Brazil,Roberto Carlos,71,FALSE,FALSE,
2005-06-16,Brazil,Greece,Brazil,Adriano,41,FALSE,FALSE,
2005-06-16,Brazil,Greece,Brazil,Robinho,46,FALSE,FALSE,
2005-06-16,Brazil,Greece,Brazil,Juninho Pernambucano,81,FALSE,FALSE,
2005-06-22,Japan,Brazil,Brazil,Robinho,10,FALSE,FALSE,
2005-06-22,Japan,Brazil,Brazil,Ronaldinho,32,FALSE,FALSE,
2005-06-25,Germany,Brazil,Brazil,Adriano,21,FALSE,FALSE,
2005-06-25,Germany,Brazil,Brazil,Ronaldinho,43,FALSE,TRUE,
2005-06-25,Germany,Brazil,Brazil,Adriano,76,FALSE,FALSE,
2005-06-29,Brazil,Argentina,Brazil,Adriano,11,FALSE,FALSE,
2005-06-29,Brazil,Argentina,Brazil,Kaká,16,FALSE,FALSE,
2005-06-29,Brazil,Argentina,Brazil,Ronaldinho,47,FALSE,FALSE,
2005-06-29,Brazil,Argentina,Brazil,Adriano,63,FALSE,FALSE,
2005-09-04,Brazil,Chile,Brazil,Juan,11,FALSE,FALSE,
2005-09-04,Brazil,Chile,Brazil,Robinho,21,FALSE,FALSE,
2005-09-04,Brazil,Chile,Brazil,Adriano Leite Ribeiro,27,FALSE,FALSE,
2005-09-04,Brazil,Chile,Brazil,Adriano Leite Ribeiro,29,FALSE,FALSE,
2005-09-04,Brazil,Chile,Brazil,Adriano Leite Ribeiro,90,FALSE,FALSE,
2005-10-09,Bolivia,Brazil,Brazil,Juninho Pernambucano,25,FALSE,FALSE,
2005-10-12,Brazil,Venezuela,Brazil,Adriano Leite Ribeiro,28,FALSE,FALSE,
2005-10-12,Brazil,Venezuela,Brazil,Ronaldo,51,FALSE,FALSE,
2005-10-12,Brazil,Venezuela,Brazil,Roberto Carlos,61,FALSE,FALSE,
2006-06-13,Brazil,Croatia,Brazil,Kaká,44,FALSE,FALSE,
2006-06-18,Brazil,Australia,Brazil,Adriano,49,FALSE,FALSE,
2006-06-18,Brazil,Australia,Brazil,Fred,90,FALSE,FALSE,
2006-06-22,Japan,Brazil,Brazil,Ronaldo,45,FALSE,FALSE,
2006-06-22,Japan,Brazil,Brazil,Juninho Pernambucano,53,FALSE,FALSE,
2006-06-22,Japan,Brazil,Brazil,Gilberto,59,FALSE,FALSE,
2006-06-22,Japan,Brazil,Brazil,Ronaldo,81,FALSE,FALSE,
2006-06-27,Brazil,Ghana,Brazil,Ronaldo,5,FALSE,FALSE,
2006-06-27,Brazil,Ghana,Brazil,Adriano,45,FALSE,FALSE,
2006-06-27,Brazil,Ghana,Brazil,Zé Roberto,84,FALSE,FALSE,
2007-07-01,Brazil,Chile,Brazil,Robinho,36,FALSE,TRUE,
2007-07-01,Brazil,Chile,Brazil,Robinho,84,FALSE,FALSE,
2007-07-01,Brazil,Chile,Brazil,Robinho,87,FALSE,FALSE,
2007-07-04,Brazil,Ecuador,Brazil,Robinho,56,FALSE,TRUE,
2007-07-07,Chile,Brazil,Brazil,Juan,16,FALSE,FALSE,
2007-07-07,Chile,Brazil,Brazil,Júlio Baptista,23,FALSE,FALSE,
2007-07-07,Chile,Brazil,Brazil,Robinho,27,FALSE,FALSE,
2007-07-07,Chile,Brazil,Brazil,Robinho,50,FALSE,FALSE,
2007-07-07,Chile,Brazil,Brazil,Josué Anunciado de Oliveira,68,FALSE,FALSE,
2007-07-07,Chile,Brazil,Brazil,Vágner Love,85,FALSE,FALSE,
2007-07-10,Uruguay,Brazil,Brazil,Maicon Sisenando,13,FALSE,FALSE,
2007-07-10,Uruguay,Brazil,Brazil,Júlio Baptista,41,FALSE,FALSE,
2007-07-15,Brazil,Argentina,Brazil,Júlio Baptista,4,FALSE,FALSE,
2007-07-15,Brazil,Argentina,Brazil,Roberto Ayala,40,TRUE,FALSE,
2007-07-15,Brazil,Argentina,Brazil,Dani Alves,69,FALSE,FALSE,
2007-10-17,Brazil,Ecuador,Brazil,Vágner Love,19,FALSE,FALSE,
2007-10-17,Brazil,Ecuador,Brazil,Ronaldinho,71,FALSE,FALSE,
2007-10-17,Brazil,Ecuador,Brazil,Kaká,77,FALSE,FALSE,
2007-10-17,Brazil,Ecuador,Brazil,Elano,83,FALSE,FALSE,
2007-10-17,Brazil,Ecuador,Brazil,Kaká,85,FALSE,FALSE,
2007-11-18,Peru,Brazil,Brazil,Kaká,41,FALSE,FALSE,
2007-11-21,Brazil,Uruguay,Brazil,Luís Fabiano,45,FALSE,FALSE,
2007-11-21,Brazil,Uruguay,Brazil,Luís Fabiano,64,FALSE,FALSE,
2008-09-07,Chile,Brazil,Brazil,Luís Fabiano,21,FALSE,FALSE,
2008-09-07,Chile,Brazil,Brazil,Robinho,45,FALSE,FALSE,
2008-09-07,Chile,Brazil,Brazil,Luís Fabiano,83,FALSE,FALSE,
2008-10-12,Venezuela,Brazil,Brazil,Kaká,6,FALSE,FALSE,
2008-10-12,Venezuela,Brazil,Brazil,Robinho,10,FALSE,FALSE,
2008-10-12,Venezuela,Brazil,Brazil,Adriano,19,FALSE,FALSE,
2008-10-12,Venezuela,Brazil,Brazil,Robinho,67,FALSE,FALSE,
2009-03-29,Ecuador,Brazil,Brazil,Júlio Baptista,72,FALSE,FALSE,
2009-04-01,Brazil,Peru,Brazil,Luís Fabiano,18,FALSE,TRUE,
